ind,definition,total_views,total_likes,avg_daily_views,total_comments,publish_date,title,tags,k,quarter,grade_level,teacher,episode,subject,duration_in_seconds,tag_type
526,hd,30060,456,69,0,2020-11-21,Grade 6 Filipino Q1 Ep6: Pagkakasunod sunod ng Pangyayari sa Kuwento,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",6,Quarter 1,Grade 6,alvin sy,Episode 06,filipino,1468,9
527,hd,35302,534,80,0,2020-11-16,Grade 6 Science Q1 Ep3: Identify Factors Affecting Solubility,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",6,Quarter 1,Grade 6,pamelah amor,Episode 03,science,1133,11
528,hd,38164,628,87,0,2020-11-16,Grade 6 Science Q1 Ep2: Mixture is a combination of Two or More Different Substance,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",6,Quarter 1,Grade 6,pamelah amor,Episode 02,science,955,11
529,hd,85970,1542,195,0,2020-11-16,Grade 6 Math Q1 Ep2: Subtracting Simple Fractions and Mixed numbers with and Without Regrouping,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",6,Quarter 1,Grade 6,marvin olaso,Episode 02,math,1501,11
530,hd,56949,1068,126,0,2020-11-05,Grade 6 English Q1 Ep5: Making Connections,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",6,Quarter 1,Grade 6,shaddai lee vidal,Episode 05,english,917,11
531,hd,83247,1628,184,0,2020-11-04,Grade 6 English Q1 Ep1: Figurative Language Hyperbole & Irony,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",6,Quarter 1,Grade 6,kim bialen,Episode 01,english,1221,11
532,hd,93808,1342,207,0,2020-11-04,Grade 6  English Q1 Ep6: Identifying Real or Make Believe Images or Statements,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",6,Quarter 1,Grade 6,shaddai lee vidal,Episode 06,english,1276,11
533,hd,92748,1268,203,0,2020-11-01,Grade 6 AP Q1 Ep6: Sigaw ng Pugad Lawin,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'grade 6', 'deped tv grade 6']",6,Quarter 1,Grade 6,mark anthony sy,Episode 06,araling panlipunan,1627,8
534,hd,70941,822,156,0,2020-11-01,Grade 6 AP Q1 Ep5: Ang Kilusang Propaganda at ang Katipunan (Ikalawang Bahagi),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'grade 6', 'deped tv grade 6']",6,Quarter 1,Grade 6,mark anthony sy,Episode 05,araling panlipunan,1447,8
535,hd,71211,1113,156,0,2020-11-01,Grade 6 AP Q1 Ep8: Kasunduan sa Biak-na-Bato,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'grade 6', 'deped tv grade 6']",6,Quarter 1,Grade 6,mark anthony sy,Episode 08,araling panlipunan,1387,8
536,hd,84039,1683,182,0,2020-10-26,Grade 6 English Q1 Ep4: Identifying Tenses of Verbs,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",6,Quarter 1,Grade 6,shaddai lee vidal,Episode 04,english,922,11
537,hd,39877,708,86,0,2020-10-24,Grade 6 English Q1 Ep 3: Noting Details,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",6,Quarter 1,Grade 6,shaddai lee vidal,Episode 03,english,1007,11
538,hd,40902,596,88,0,2020-10-23,Grade 6 Filipino Q1 Ep5: Pagbibigay kahulugan sa mga Sawikain,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",6,Quarter 1,Grade 6,alvin sy,Episode 05,filipino,1357,11
539,hd,71993,1244,154,0,2020-10-22,Grade 6 Math Q1 Ep4: Multiplying Simple Fractions and Mixed Fractions,0,6,Quarter 1,Grade 6,marvin olaso,Episode 04,math,1139,12
540,hd,35627,551,76,0,2020-10-22,Grade 6 Math Q1 Ep3: Solving Problems Involving Addition or Subtraction of Fractions,0,6,Quarter 1,Grade 6,marvin olaso,Episode 03,math,1160,12
541,hd,42324,727,91,0,2020-10-22,Grade 6 Filipino Q1 Ep3: Nagagamit ng Wasto ang mga Pangngalan at Panghalip,0,6,Quarter 1,Grade 6,alvin sy,Episode 03,filipino,1406,12
542,hd,54794,963,117,0,2020-10-20,Grade 6 AP Q1 Ep3: Epekto ng Kaisipang Liberal sa Pilipinas,0,6,Quarter 1,Grade 6,mark anthony sy,Episode 03,araling panlipunan,1441,12
543,hd,180411,3407,385,0,2020-10-20,Grade 6 AP Q1 Ep1: Pag-usbong ng Kamalayang Nasyonalismo (Unang Bahagi),0,6,Quarter 1,Grade 6,mark anthony sy,Episode 01,araling panlipunan,1442,12
544,hd,61981,1238,131,0,2020-10-15,Grade 6 ESP Q1 Ep1: Pagsusuri ng Mabuti sa mga Bagay na may Kinalaman sa Sariil at Pangyayari,0,6,Quarter 1,Grade 6,arji alvarado,Episode 01,edukasyon sa pagparaling panlipunanakatao,1382,12
545,sd,30228,340,64,0,2020-10-15,Grade 6 Filipino Q1 Ep4: Pagbibigay ng Kahulugan sa Kilos at Pahayag ng mga Tauhan sa Pabula,0,6,Quarter 1,Grade 6,alvin sy,Episode 04,filipino,1447,12
546,sd,72896,1185,154,0,2020-10-15,Grade 6 AP Q1 Ep4: Ang Kilusang Propaganda at ang Katipunan (Unang Bahagi),0,6,Quarter 1,Grade 6,mark anthony sy,Episode 04,araling panlipunan,1447,12
547,sd,61661,1238,130,103,2020-10-13,Grade 6 English Q1 Ep2: Inferring the Meanings of Idiomatic Expressions,0,6,Quarter 1,Grade 6,shaddai lee vidal,Episode 02,english,1265,12
548,sd,75466,1252,158,0,2020-10-09,Grade 6 AP Q1 Ep2: Pag-usbong ng Kamalayang Nasyonalismo (Ikalawang Bahagi),0,6,Quarter 1,Grade 6,mark anthony sy,Episode 02,araling panlipunan,1447,12
549,sd,55938,1059,116,0,2020-10-07,Grade 6 Filipino Q1 Ep1: Pagsagot ng mga Tanong Tungkol sa Napakinggan/Nabasang mga Pabula,0,6,Quarter 1,Grade 6,alvin sy,Episode 01,filipino,1447,12
550,sd,337254,6845,701,0,2020-10-07,Grade 6 Math Q1 Ep1: Fractions,0,6,Quarter 1,Grade 6,marvin olaso,Episode 01,math,1441,12
551,sd,130359,2447,272,0,2020-10-09,Grade 6 Science Q1 Ep1: Mixtures,0,6,Quarter 1,Grade 6,pamelah amor,Episode 01,science,1279,12
552,hd,18901,186,144,5,2021-09-22,Grade 7 PE & HEALTH Q1 Ep2: How to Create an Exercise Program / Changes that Happen in Adolescents,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,eljay campos,Episode 02,physical education & health,1090,9
553,hd,26893,395,205,28,2021-09-22,Grade 7 MUSIC & ARTS Q1 Ep2: Luzon Lowlands' Music: Folk Songs and the Rondalla / The Majestic...,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,tonet magtanong,Episode 02,music & arts,1318,9
554,hd,27997,594,214,31,2021-09-22,Grade 7 AP Q1 Ep4: Klima at Behetasyon ng Asya or Vegetation Cover,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,leo angeles,Episode 04,araling panlipunan,1473,9
555,hd,38989,657,283,29,2021-09-15,Grade 7 PE & HEALTH Q1 Ep1: Physical Fitness Test / Dimensions of Holistic Health,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,sharlene grace martin,Episode 01,physical education & health,1301,9
556,hd,64684,1245,469,62,2021-09-15,Grade 7 MUSIC AND ARTS Q1 Ep1: Luzon Lowlands' Music / Arts and Crafts of Luzon,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,tonet magtanong,Episode 01,music & arts,1224,9
557,hd,21993,514,61,23,2021-02-03,Grade 7 Science Q1 Ep 8  Properties of Mixtures,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,maricon samin,Episode 08,science,1474,9
558,hd,13933,320,38,19,2021-02-03,Grade 7 Science Q1 Ep 12 Supersaturated Solution,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,maricon samin,Episode 12,science,1399,9
559,hd,12552,292,35,0,2021-02-03,Grade 7 AP Q1 Ep 12 Mga Suliraning Pangkapaligiran at ang Kalagayan Ekolohikal ng Asya (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,leo angeles,Episode 12,araling panlipunan,1555,9
560,hd,14239,326,39,9,2021-02-03,Grade 7 AP Q1 Ep 15 Yamang Tao ng Asya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,leo angeles,Episode 15,araling panlipunan,1396,9
561,hd,2338,44,6,5,2021-02-03,Grade 7 AP Q1 Ep 16 Ang Paglalagom ng Unang Markahan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,leo angeles,Episode 16,araling panlipunan,1462,9
562,hd,70258,1222,194,42,2021-02-03,Grade 7/8 TLE Q1 Ep 1 Using Hand Tools,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,marco paolo victoriano,Episode 01,technology and livelihood education,1215,9
563,hd,7131,101,20,12,2021-02-03,Grade 7/8 TLE Q1 Ep 7 Testing Electronic Components (Part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,marco paolo victoriano,Episode 07,technology and livelihood education,1054,9
564,hd,37051,611,102,34,2021-02-03,Grade 7/8 TLE Q1 Ep 2 Components of a Computer System  (Part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,marco paolo victoriano,Episode 02,technology and livelihood education,1337,9
565,hd,8696,155,23,13,2021-01-20,Grade 7 Math Q1 Ep 12 Operations on Rational Number (cont.),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,jobelle mostoles,Episode 12,math,1195,9
566,hd,35990,659,96,34,2021-01-20,Grade 7 Math Q1 Ep 3 Problem involving Sets,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,janet dar juan,Episode 03,math,1281,9
567,hd,40646,869,108,43,2021-01-20,Grade 7 Math Q1 Ep 10 Operations on Rational Numbers (part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,jobelle mostoles,Episode 10,math,1489,9
568,sd,22700,467,60,29,2021-01-19,Grade 7 Math Q1 Ep 11 Principal Roots and Irrational Numbers,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,jobelle mostoles,Episode 11,math,1195,9
569,hd,9258,137,24,66,2021-01-03,Grade 7/8 TLE Ep 6 Terminating and Connecting Electrical Wiring and Electronic Circuit,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter Not Specified,Grade 7,marco paolo victoriano,Episode 06,technology and livelihood education,1463,9
570,hd,37000,611,94,90,2021-01-03,Grade 7/8 TLE Ep 4 Performing Mensuration and Calculation,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter Not Specified,Grade 7,marco paolo victoriano,Episode 04,technology and livelihood education,1265,9
571,hd,17954,299,46,72,2021-01-03,Grade 7/8 TLE Ep 5 Preparing and Interpreting Technical Drawings,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter Not Specified,Grade 7,marco paolo victoriano,Episode 05,technology and livelihood education,1017,9
572,hd,16423,399,41,15,2020-12-30,Grade 7 MATH Q1 Ep15: Subset of Real Numbers,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,jobelle mostoles,Episode 15,math,1460,9
573,hd,32145,622,81,48,2020-12-28,Grade 7 Science Q1 Ep7: Properties of Pure Substances,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,maricon samin,Episode 07,science,1437,9
574,hd,27671,549,69,26,2020-12-26,"Grade 7 Filipino Q1 Ep15: Dula: Sa Pula, Sa Puti","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,antonio maaghop,Episode 15,filipino,1390,9
575,sd,8331,187,20,5,2020-12-16,Grade  7 Math Q1 Ep16: Writing a Number in Scientific Notation,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,janet dar juan,Episode 16,math,1432,9
576,hd,33214,587,81,59,2020-12-19,Grade 7 Math Q1 Ep4: Problems Involving Sets,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,janet dar juan,Episode 04,math,1257,9
577,hd,14544,182,35,63,2020-12-17,Grade 7/8 TLE Q1 Ep 3 Performing Computer Operations Part 2,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter Not Specified,Grade 7,marco paolo victoriano,Episode 03,technology and livelihood education,1240,9
578,hd,20515,460,48,29,2020-12-02,"Grade 7 ESP Q1 Ep4: Talento Mo Ating Tuklasin,Tiwala sa Sarili Ating Buuin","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,whisper salinas,Episode 04,edukasyon sa pagparaling panlipunanakatao,1217,9
579,hd,26166,478,64,0,2020-12-15,Grade 7 Araling Panlipunan Q1 Ep6: Mga Likas Yaman ng Asya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,leo angeles,Episode 06,araling panlipunan,1347,9
580,hd,16465,346,40,12,2020-12-15,Grade 7 ESP Q1 Ep5: Paunlarin: Mga Talento at Kakayahan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,whisper salinas,Episode 05,edukasyon sa pagparaling panlipunanakatao,1404,9
581,sd,4219,76,10,7,2020-12-14,"Grade 7 Araling Panlipunan Q1 Ep10: Ekonomiya at Pangunahing Kabuhayan ng Hilagang Asya, Timog Asya","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,leo angeles,Episode 10,araling panlipunan,1478,9
582,sd,12186,204,30,0,2020-12-14,Grade 7 Araling Panlipunan Q1 Ep7: Karaniwang Kabuhayan ng mga Asyano Batay sa Kanilang Kapaligiran,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,leo angeles,Episode 07,araling panlipunan,1594,9
583,hd,6816,114,16,9,2020-12-13,Grade 7 Filipino Q1 Ep13: Alamat ng Mindanao,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,antonio maaghop,Episode 13,filipino,1313,9
584,hd,15428,286,37,15,2020-12-13,Grade 7 Filipino Q1 Ep12: Alamat ng Mindanao,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,antonio maaghop,Episode 12,filipino,1306,9
585,hd,12170,252,29,15,2020-12-12,"Grade 7 ESP Q1 Ep7: Pag-unlad ng Hilig, Paglawak ng Tungkulin","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,whisper salinas,Episode 07,edukasyon sa pagparaling panlipunanakatao,1311,9
586,hd,28287,563,68,44,2020-12-11,Grade 7 Science Q1 Ep13: Concentration of Solutions Part I,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,maricon samin,Episode 13,science,1360,9
587,hd,24287,458,58,13,2020-12-11,Grade 7 Science Q1 Ep9: Types of Mixtures Methods of Separating Mixtures,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,maricon samin,Episode 09,science,1470,9
588,hd,34920,710,84,32,2020-12-11,Grade 7 Science Q1 Ep11: Saturated and Unsaturated Solution,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,maricon samin,Episode 11,science,1414,9
589,hd,15292,299,37,33,2020-12-11,Grade 7 Science Q1 Ep14: Concentration of Solutions Part II,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,maricon samin,Episode 14,science,1386,9
590,hd,20269,400,49,27,2020-12-11,Grade 7 Math Q1 Ep13: Estimating Square Root of a Whole Number to the Nearest Hundredths,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,jobelle mostoles,Episode 13,math,1358,9
591,hd,7713,170,19,7,2020-12-11,Grade 7 Math Q1 Ep14: Plotting Irrational Numbers,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,jobelle mostoles,Episode 14,math,1396,9
592,hd,6852,102,16,18,2020-12-11,Grade 7 Filipino Q1 Ep11: Pagsusuri ng Isang Dokyu (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,antonio maaghop,Episode 11,filipino,1239,9
593,hd,18030,392,43,46,2020-12-11,Grade 7 Filipino Q1 Ep10: Pagsusuri ng Isang Dokyu (Part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,antonio maaghop,Episode 10,filipino,1216,9
594,hd,17654,267,42,11,2020-12-11,Grade 7 Filipino Q1 Ep9: Sanhi at Bunga,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,antonio maaghop,Episode 09,filipino,1121,9
595,hd,14902,328,36,13,2020-12-11,Grade 7 Filipino Q1 Ep14: Mga Pahayag na Retorikal,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,antonio maaghop,Episode 14,filipino,1308,9
596,hd,7195,161,17,0,2020-12-11,Grade 7 Araling Panlipunan Q1 Ep14: Yamang Tao ng Asya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,leo angeles,Episode 14,araling panlipunan,1442,9
597,hd,7980,200,19,0,2020-12-11,Grade 7 Araling Panlipunan Q1 Ep13: Mga Grupong Etnolingguwistiko sa Asya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,leo angeles,Episode 13,araling panlipunan,1493,9
598,hd,29720,555,70,33,2020-12-02,Grade 7 Filipino Q1 Ep8: Epiko Indarapatra at Sulayman,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,antonio maaghop,Episode 08,filipino,1337,9
599,hd,6982,126,16,0,2020-12-02,Grade 7 Araling Panlipunan Q1 Ep9: Ekonomiya at Pangunahing Kabuhayan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,leo angeles,Episode 09,araling panlipunan,1280,9
600,hd,7184,145,17,0,2020-12-02,Grade 7 Araling Panlipunan Q1 Ep8: Mga Impluwensiya ng Katangiang Pisikal,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,leo angeles,Episode 08,araling panlipunan,1493,9
601,hd,11231,198,26,12,2020-11-25,Grade 7 Science Q1 Ep10: Methods of Separating Mixtures (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,maricon samin,Episode 10,science,1441,9
602,hd,19863,479,46,16,2020-11-25,Grade 7 ESP Q1 Ep6: Hilig Ayon sa Larangan at Tuon,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,whisper salinas,Episode 06,edukasyon sa pagparaling panlipunanakatao,1180,9
603,hd,13840,267,32,7,2020-11-25,Grade 7 English Q1 Ep14: Using the Appropriate Reading Style (part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,mutya vistan,Episode 14,english,1176,9
