ind,definition,total_views,total_likes,avg_daily_views,total_comments,publish_date,title,tags,k,quarter,grade_level,teacher,episode,subject,duration_in_seconds,tag_type
71,hd,19203,201,46,0,2020-12-11,Grade 1 ESP Q1 Ep5: Pagtukoy sa mga Kilos at Gawain na Nagpapakita ng Pagmamahal,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1,Quarter 1,Grade 1,aileen sto domingo,Episode 05,edukasyon sa pagkatao,1425,9
72,hd,57727,497,127,0,2020-11-04,Grade 1 Araling Panlipunan Q1 Ep2: Mga Pangunahing Pansariling Pangangailangan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",1,Quarter 1,Grade 1,danilyn espinola,Episode 02,araling panlipunan,1256,11
73,hd,48638,505,110,0,2020-11-13,Grade 1 Araling Panlipunan Q1 Ep3: Mga Mahalagang pangyayari at Pagbabago sa Buhay,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",1,Quarter 1,Grade 1,danilyn espinola,Episode 03,araling panlipunan,1291,11
74,hd,38103,379,87,0,2020-11-21,Grade 1 Araling Panlipunan Q1 Ep4: Mga Mahahalagang Pangyayari at Pagbabago sa Buhay,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1,Quarter 1,Grade 1,danilyn espinola,Episode 04,araling panlipunan,1501,9
75,hd,20893,228,48,0,2020-11-21,Grade 1 Araling Panlipunan Q1 Ep5: Nagbabago Ako Part 1,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1,Quarter 1,Grade 1,danilyn espinola,Episode 05,araling panlipunan,1202,9
76,hd,14613,176,34,0,2020-11-21,Grade 1 Araling Panlipunan Q1 Ep6: Nagbabago Ako Part 2,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1,Quarter 1,Grade 1,danilyn espinola,Episode 06,araling panlipunan,1291,9
77,hd,15564,162,38,0,2020-12-18,Grade 1 Araling Panlipunan Q1 Ep7: Paghahambing sa Karanasan at Kwento sa Buhay,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1,Quarter 1,Grade 1,danilyn espinola,Episode 07,araling panlipunan,1291,9
78,hd,12837,151,31,0,2020-12-18,"Grade 1 Araling panlipunan Q1 Ep8: Bata, Mangarap Ka","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1,Quarter 1,Grade 1,danilyn espinola,Episode 08,araling panlipunan,1531,9
79,hd,5186,62,36,0,2021-09-08,Grade 1 PE & HEALTH Q1 Ep4: Body Awareness / Nakikilala ang mga Pagkaing Masustansiya...,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1,Quarter 1,Grade 1,ariel delos santos,Episode 04,physical education & health,1295,9
80,hd,24717,203,172,0,2021-09-09,Grade 2 MUSIC & ARTS Q1 Ep4: Pagguhit ng mga Bagay sa Likuran ng Isa pang Bagay / Ritmo at Angkop...,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,jovy villafuerte,Episode 04,music & arts,1332,9
81,hd,12134,111,84,0,2021-09-08,Grade 2 HEALTH Q1 Ep4: Piramide ng Pagkain at Pinggang Pinoy,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,mark anthony jamisal,Episode 04,health,831,9
82,hd,9908,96,68,0,2021-09-08,Grade 2 PE & HEALTH Q1 Ep4: Pagsasagawa ng mga Simetrikal na Hugis na may Panandaliang Pagtigil...,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,sharlene grace martin,Episode 04,physical education & health,765,9
83,hd,8065,71,51,0,2021-08-27,Grade 2 ARTS & MUSIC Q1 Ep3: Pagguhit ng mga Bagay sa Likuran ng Isa pang Bagay / Ritmo at Angkop...,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,jovy villafuerte,Episode 03,arts & music,1385,9
84,hd,7385,88,47,0,2021-08-26,Grade 2 Music and Arts Q1 Ep6: Kulay at Hugis na Isang Likhang Sining /Sabayan sa Indak at Galaw,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,jovy villafuerte,Episode 06,music & arts,1272,9
85,hd,4770,42,30,0,2021-08-26,Grade 2 Music and Arts Q1 Ep4: Pagguguhit ng Isang Bagay /Ritmo at Angkop na Kumpas,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,jovy villafuerte,Episode 04,music & arts,1332,9
86,hd,16027,158,101,0,2021-08-26,Grade 2 Music and Arts Q1 Ep3: Pagguguhit ng Isang Bagay /Hulwarang Ritmong Dalawahan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,jovy villafuerte,Episode 03,music & arts,1385,9
87,hd,6781,90,43,0,2021-08-26,Grade 2 HEALTH Q1 Ep3: Kahalagahan ng Pagkain,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,mark anthony jamisal,Episode 03,health,836,9
88,hd,11563,149,73,0,2021-08-26,Grade 2 PE Q1 Ep3: Pagsasagawa ng Simetrikal na Hugis,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,sharlene grace martin,Episode 03,physical education,662,9
89,hd,5538,82,35,0,2021-08-26,Grade 2 HEALTH Q1 Ep4: Balanseng Pagkain,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,mark anthony jamisal,Episode 04,health,831,9
90,hd,14370,223,91,0,2021-08-26,Grade 2 HEALTH Q1 Ep5: Food Pyramid,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,mark anthony jamisal,Episode 05,health,922,9
91,hd,8276,103,52,0,2021-08-26,Grade 2 PE Q1 Ep5: Pagsasagawa ng Asimetrikal na Hugis,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,sharlene grace martin,Episode 05,physical education,741,9
92,hd,4659,63,29,0,2021-08-25,Grade 2 MTB-MLE Q1 Ep 19 Pagsulat ng Pangungusap na may Wastong Bantas,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 19,mother tongue based multilingual education,1321,9
93,hd,3267,42,21,0,2021-08-25,Grade 2 MTB-MLE Q1 Ep 18 Pagkakaiba ng Pangungusap sa Hindi Pangungusap,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 18,mother tongue based multilingual education,1261,9
94,hd,12895,187,79,0,2021-08-20,Grade 2 PE & HEALTH  Q1 Ep2: Kilos ng Katawan / Kahalagahan ng Tama at Balanseng Pagkain,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,sharlene grace martin,Episode 02,physical education & health,1390,9
95,hd,16418,223,99,0,2021-08-18,Grade 2 PE & HEALTH Q1 Ep1: Hugis na Nagagawa ng Katawan /  Karapatan sa Tamang Nutrisyon,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,sharlene grace martin,Episode 01,physical education & health,1419,9
96,hd,18625,233,52,0,2021-02-08,Grade 2 Filipino Q1 Ep 12 Salitang-ugat,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,marilyn escoto,Episode 12,filipino,1354,9
97,hd,15332,204,43,0,2021-02-08,Grade 2 Filipino Q1 Ep 14  Pagsulat ng Parirala at Pangungusap,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,marilyn escoto,Episode 14,filipino,1407,9
98,hd,13219,160,37,0,2021-02-08,Grade 2 English Q1 Ep 14 Recognizing Action Words Used in Making Statements,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,gennifer de jesus,Episode 14,english,1332,9
99,hd,18603,286,52,0,2021-02-08,Grade 2 English Q1 Ep 15 Identifying the Setting of the Story,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,ma kenneth aiza mago,Episode 15,english,1765,9
100,hd,83588,990,234,0,2021-02-08,Grade 2 English Q1 Ep 11 Identifying Action Words,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,ma kenneth aiza mago,Episode 11,english,1470,9
101,hd,12084,151,33,0,2021-01-27,Grade 2 Math  Q1 Ep 8 Nababasa at nasusulat ang pera sa simbolo at salita,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,frances rose sunga,Episode 08,math,1377,9
102,hd,8162,108,22,0,2021-01-19,Grade 2 MTB-MLE Q1 Ep 5 Pagbibigay ng Pangunahing Kaisipan sa Pamamagitan ng Poster/Karakter Profile,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 05,mother tongue based multilingual education,1261,9
103,hd,8306,120,22,0,2021-01-19,Grade 2 MTB-MLE Q1 Ep 6 Pag-uri ng Salitang Ngalan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 06,mother tongue based multilingual education,1321,9
104,hd,5373,63,14,0,2021-01-19,Grade 2 MTB-MLE Q1 Ep 11 Pagbuo ng Bagong Salita Gamit ang Panlapi at Salitang-ugat,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 11,mother tongue based multilingual education,1261,9
105,hd,8936,123,24,0,2021-01-19,Grade 2 MTB-MLE Q1 Ep 12 Pangngalang Palansak o Lansakan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 12,mother tongue based multilingual education,1321,9
106,hd,6038,76,16,0,2021-01-19,Grade 2 MTB-MLE Q1 Ep 15 Bahagi ng Pangungusap,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 15,mother tongue based multilingual education,1261,9
107,hd,4905,75,13,0,2021-01-19,Grade 2 MTB-MLE Q1 Ep 13  Pagsulat ng Maliit at Malaking Letra sa Paraang Kabit kabit,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 13,mother tongue based multilingual education,1321,9
108,hd,4997,62,13,0,2021-01-19,Grade 2 MTB-MLE Q1 Ep 14  Pagbasa ng mga Magkakaugnay na Salita,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 14,mother tongue based multilingual education,1321,9
109,hd,9869,122,26,0,2021-01-15,Grade 2 AP Q1 Ep 11 Ang Panahon at Kalamidad sa Sariling Komunidad (Mga Kalamidad),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,shane mariano,Episode 11,araling panlipunan,1232,9
110,hd,7214,106,19,0,2021-01-15,Grade 2 AP Q1 Ep12 Wastong Gawain at Pagkilos sa Tahanan sa Panahon ng Kalamidad,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,shane mariano,Episode 12,araling panlipunan,1150,9
111,hd,7062,103,19,0,2021-01-15,Grade 2 AP Q1 Ep 13 Wastong Gawain at Pagkilos sa Paaralan sa Panahon ng Kalamidad,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,shane mariano,Episode 13,araling panlipunan,1248,9
112,hd,7125,104,18,0,2020-12-29,Grade 2 MTB Q1 EP10: Pagbuo ng Bagong Salita Gamit ang Panlapi at Salitang-ugat,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 10,mother tongue based multilingual education,1381,9
113,hd,9818,139,25,0,2020-12-29,Grade 2 Q1 MTB EP9: Kasarian ng Pangngalan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 09,mother tongue based multilingual education,1201,9
114,hd,11743,198,30,0,2021-01-06,Grade 2 MTB MLE Ep17: Pagtukoy sa Paggamit ng Tambalang Salita,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter Not Specified,Grade 2,alma cecilia lawagan,Episode 17,mother tongue based multilingual education,1501,9
115,hd,19428,270,50,0,2021-01-04,Grade 2 ENGLISH Ep13: Identifying Action Words in Conversations,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter Not Specified,Grade 2,ma kenneth aiza mago,Episode 13,english,1561,9
116,hd,21236,253,53,0,2020-12-29,Grade 2 MATH Q1 EP12: Pagkuha ng Kabuuan (Addition),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,frances rose sunga,Episode 12,math,1319,9
117,hd,25716,355,65,0,2020-12-29,Grade 2 MATH Q1 EP11: Properties of Addition,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,frances rose sunga,Episode 11,math,1368,9
118,hd,4988,71,13,0,2020-12-28,Grade 2 Filipino Q1 Ep11: Pagsunod sa Panuto (Part 3),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,marilyn escoto,Episode 11,filipino,1205,9
119,hd,4867,62,12,0,2020-12-28,Grade 2 Filipino Q1 Ep10: Pagsunod sa Panuto (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,marilyn escoto,Episode 10,filipino,1182,9
120,hd,15826,240,40,0,2020-12-28,Grade 2 Filipino Q1 Ep9: Pagsunod sa Panuto (Part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,marilyn escoto,Episode 09,filipino,1338,9
121,hd,6272,91,16,0,2020-12-28,Grade 2 Filipino Q1 Ep6: Pagsasabi ng Mensaheng Nais Ipabatid (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,marilyn escoto,Episode 06,filipino,1240,9
122,hd,12027,199,30,0,2020-12-28,Grade 2 Filipino Q1 Ep5: Pagsasabi ng Mensaheng Nais Ipabatid (Part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,marilyn escoto,Episode 05,filipino,1310,9
123,hd,30926,334,77,0,2020-12-23,Grade 2 Math Q1 Ep10: Paghahambing ng mga Perang Papel at Barya Gamit ang Simobolo,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,frances rose sunga,Episode 10,math,1588,9
124,hd,13242,176,33,0,2020-12-23,Grade 2 Math Q1 Ep9: Kabuuan ng mga Perang Papel at Barya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,frances rose sunga,Episode 09,math,1373,9
125,hd,6178,70,15,0,2020-12-23,Grade 2 MTB Q1 Ep7: Mga Salitang Nilinang sa Kuwento,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 07,mother tongue based multilingual education,1261,9
126,hd,11180,141,28,0,2020-12-23,Grade 2 MTB Q1 Ep8: Pagbasa ng mga Salitang May Kambal-Katinig,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,alma cecilia lawagan,Episode 08,mother tongue based multilingual education,1494,9
127,hd,13992,174,34,0,2020-12-21,"Grade 2 Math Q1 Ep7: Natutukoy, Nababasa, at Naisusulat ang Ordinal na Bilang Mula 1st Hanggang 20th","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",2,Quarter 1,Grade 2,frances rose sunga,Episode 07,math,1466,9
